"","date","hits","keyword","geo","time","gprop","category"
"66",2021-06-01,61,"la sportiva cyklon","world","2016-01-01 2021-09-21","web",0
"67",2021-07-01,95,"la sportiva cyklon","world","2016-01-01 2021-09-21","web",0
"68",2021-08-01,43,"la sportiva cyklon","world","2016-01-01 2021-09-21","web",0
"69",2021-09-01,30,"la sportiva cyklon","world","2016-01-01 2021-09-21","web",0
"70",2016-01-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"71",2016-02-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"72",2016-03-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"73",2016-04-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"74",2016-05-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"75",2016-06-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"76",2016-07-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"77",2016-08-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"78",2016-09-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"79",2016-10-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"80",2016-11-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"81",2016-12-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"82",2017-01-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"83",2017-02-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"84",2017-03-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"85",2017-04-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"86",2017-05-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"87",2017-06-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"88",2017-07-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"89",2017-08-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"90",2017-09-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"91",2017-10-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"92",2017-11-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"93",2017-12-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"94",2018-01-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"95",2018-02-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"96",2018-03-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"97",2018-04-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"98",2018-05-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"99",2018-06-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"100",2018-07-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"101",2018-08-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"102",2018-09-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"103",2018-10-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"104",2018-11-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"105",2018-12-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"106",2019-01-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"107",2019-02-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"108",2019-03-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"109",2019-04-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"110",2019-05-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"111",2019-06-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"112",2019-07-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"113",2019-08-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"114",2019-09-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"115",2019-10-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"116",2019-11-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"117",2019-12-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"118",2020-01-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"119",2020-02-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"120",2020-03-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"121",2020-04-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"122",2020-05-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"123",2020-06-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"124",2020-07-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"125",2020-08-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"126",2020-09-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"127",2020-10-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"128",2020-11-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"129",2020-12-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"130",2021-01-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"131",2021-02-01,35,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"132",2021-03-01,31,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"133",2021-04-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"134",2021-05-01,32,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"135",2021-06-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"136",2021-07-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"137",2021-08-01,100,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"138",2021-09-01,0,"BOA cyklon","world","2016-01-01 2021-09-21","web",0
"139",2016-01-01,22,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"140",2016-02-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"141",2016-03-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"142",2016-04-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"143",2016-05-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"144",2016-06-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"145",2016-07-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"146",2016-08-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"147",2016-09-01,24,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"148",2016-10-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"149",2016-11-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"150",2016-12-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"151",2017-01-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"152",2017-02-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"153",2017-03-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"154",2017-04-01,43,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"155",2017-05-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"156",2017-06-01,22,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"157",2017-07-01,22,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"158",2017-08-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"159",2017-09-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"160",2017-10-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"161",2017-11-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"162",2017-12-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"163",2018-01-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"164",2018-02-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"165",2018-03-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"166",2018-04-01,20,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"167",2018-05-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"168",2018-06-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"169",2018-07-01,19,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"170",2018-08-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"171",2018-09-01,19,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"172",2018-10-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"173",2018-11-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"174",2018-12-01,20,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"175",2019-01-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"176",2019-02-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"177",2019-03-01,19,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"178",2019-04-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"179",2019-05-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"180",2019-06-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"181",2019-07-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"182",2019-08-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"183",2019-09-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"184",2019-10-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"185",2019-11-01,18,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"186",2019-12-01,18,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"187",2020-01-01,17,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"188",2020-02-01,35,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"189",2020-03-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"190",2020-04-01,31,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"191",2020-05-01,15,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"192",2020-06-01,32,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"193",2020-07-01,16,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"194",2020-08-01,16,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"195",2020-09-01,80,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"196",2020-10-01,33,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"197",2020-11-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"198",2020-12-01,34,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"199",2021-01-01,17,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"200",2021-02-01,36,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"201",2021-03-01,16,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"202",2021-04-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"203",2021-05-01,100,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"204",2021-06-01,52,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"205",2021-07-01,87,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"206",2021-08-01,70,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
"207",2021-09-01,0,"BOA la sportiva","world","2016-01-01 2021-09-21","web",0
