"","date","hits","keyword","geo","time","gprop","category"
"174",2018-12-01,0,"BOA dial","US","2016-01-01 2021-09-21","web",0
"175",2019-01-01,45,"BOA dial","US","2016-01-01 2021-09-21","web",0
"176",2019-02-01,0,"BOA dial","US","2016-01-01 2021-09-21","web",0
"177",2019-03-01,0,"BOA dial","US","2016-01-01 2021-09-21","web",0
"178",2019-04-01,0,"BOA dial","US","2016-01-01 2021-09-21","web",0
"179",2019-05-01,15,"BOA dial","US","2016-01-01 2021-09-21","web",0
"180",2019-06-01,0,"BOA dial","US","2016-01-01 2021-09-21","web",0
"181",2019-07-01,0,"BOA dial","US","2016-01-01 2021-09-21","web",0
"182",2019-08-01,45,"BOA dial","US","2016-01-01 2021-09-21","web",0
"183",2019-09-01,0,"BOA dial","US","2016-01-01 2021-09-21","web",0
"184",2019-10-01,55,"BOA dial","US","2016-01-01 2021-09-21","web",0
"185",2019-11-01,0,"BOA dial","US","2016-01-01 2021-09-21","web",0
"186",2019-12-01,14,"BOA dial","US","2016-01-01 2021-09-21","web",0
"187",2020-01-01,0,"BOA dial","US","2016-01-01 2021-09-21","web",0
"188",2020-02-01,28,"BOA dial","US","2016-01-01 2021-09-21","web",0
"189",2020-03-01,0,"BOA dial","US","2016-01-01 2021-09-21","web",0
"190",2020-04-01,12,"BOA dial","US","2016-01-01 2021-09-21","web",0
"191",2020-05-01,12,"BOA dial","US","2016-01-01 2021-09-21","web",0
"192",2020-06-01,0,"BOA dial","US","2016-01-01 2021-09-21","web",0
"193",2020-07-01,13,"BOA dial","US","2016-01-01 2021-09-21","web",0
"194",2020-08-01,51,"BOA dial","US","2016-01-01 2021-09-21","web",0
"195",2020-09-01,13,"BOA dial","US","2016-01-01 2021-09-21","web",0
"196",2020-10-01,14,"BOA dial","US","2016-01-01 2021-09-21","web",0
"197",2020-11-01,0,"BOA dial","US","2016-01-01 2021-09-21","web",0
"198",2020-12-01,58,"BOA dial","US","2016-01-01 2021-09-21","web",0
"199",2021-01-01,0,"BOA dial","US","2016-01-01 2021-09-21","web",0
"200",2021-02-01,31,"BOA dial","US","2016-01-01 2021-09-21","web",0
"201",2021-03-01,0,"BOA dial","US","2016-01-01 2021-09-21","web",0
"202",2021-04-01,0,"BOA dial","US","2016-01-01 2021-09-21","web",0
"203",2021-05-01,29,"BOA dial","US","2016-01-01 2021-09-21","web",0
"204",2021-06-01,45,"BOA dial","US","2016-01-01 2021-09-21","web",0
"205",2021-07-01,15,"BOA dial","US","2016-01-01 2021-09-21","web",0
"206",2021-08-01,29,"BOA dial","US","2016-01-01 2021-09-21","web",0
"207",2021-09-01,100,"BOA dial","US","2016-01-01 2021-09-21","web",0
"208",2016-01-01,17,"BOA lace","US","2016-01-01 2021-09-21","web",0
"209",2016-02-01,35,"BOA lace","US","2016-01-01 2021-09-21","web",0
"210",2016-03-01,8,"BOA lace","US","2016-01-01 2021-09-21","web",0
"211",2016-04-01,26,"BOA lace","US","2016-01-01 2021-09-21","web",0
"212",2016-05-01,34,"BOA lace","US","2016-01-01 2021-09-21","web",0
"213",2016-06-01,9,"BOA lace","US","2016-01-01 2021-09-21","web",0
"214",2016-07-01,9,"BOA lace","US","2016-01-01 2021-09-21","web",0
"215",2016-08-01,0,"BOA lace","US","2016-01-01 2021-09-21","web",0
"216",2016-09-01,9,"BOA lace","US","2016-01-01 2021-09-21","web",0
"217",2016-10-01,8,"BOA lace","US","2016-01-01 2021-09-21","web",0
"218",2016-11-01,34,"BOA lace","US","2016-01-01 2021-09-21","web",0
"219",2016-12-01,40,"BOA lace","US","2016-01-01 2021-09-21","web",0
"220",2017-01-01,23,"BOA lace","US","2016-01-01 2021-09-21","web",0
"221",2017-02-01,25,"BOA lace","US","2016-01-01 2021-09-21","web",0
"222",2017-03-01,22,"BOA lace","US","2016-01-01 2021-09-21","web",0
"223",2017-04-01,8,"BOA lace","US","2016-01-01 2021-09-21","web",0
